연도,월,순위,브랜드,판매량,비율,로고 이미지 링크
2021,5,6,쉐보레,"4,597",3.7%,https://autoimg.danawa.com/photo/brand/312_40.png
2021,6,1,현대,"55,502",41.2%,https://autoimg.danawa.com/photo/brand/303_40.png
2021,6,2,기아,"49,280",36.6%,https://autoimg.danawa.com/photo/brand/307_40.png
2021,6,3,제네시스,"12,905",9.6%,https://autoimg.danawa.com/photo/brand/304_40.png
2021,6,4,쉐보레,"5,740",4.3%,https://autoimg.danawa.com/photo/brand/312_40.png
2021,6,5,KGM,"5,724",4.2%,https://autoimg.danawa.com/photo/brand/326_40.png
2021,6,6,르노코리아,"5,610",4.2%,https://autoimg.danawa.com/photo/brand/321_40.png
2021,7,1,기아,"48,161",39.0%,https://autoimg.danawa.com/photo/brand/307_40.png
2021,7,2,현대,"47,906",38.8%,https://autoimg.danawa.com/photo/brand/303_40.png
2021,7,3,제네시스,"11,950",9.7%,https://autoimg.danawa.com/photo/brand/304_40.png
2021,7,4,KGM,"5,652",4.6%,https://autoimg.danawa.com/photo/brand/326_40.png
2021,7,5,르노코리아,"4,958",4.0%,https://autoimg.danawa.com/photo/brand/321_40.png
2021,7,6,쉐보레,"4,886",4.0%,https://autoimg.danawa.com/photo/brand/312_40.png
2021,8,1,현대,"42,727",40.2%,https://autoimg.danawa.com/photo/brand/303_40.png
2021,8,2,기아,"41,003",38.6%,https://autoimg.danawa.com/photo/brand/307_40.png
2021,8,3,제네시스,"8,307",7.8%,https://autoimg.danawa.com/photo/brand/304_40.png
2021,8,4,KGM,"4,861",4.6%,https://autoimg.danawa.com/photo/brand/326_40.png
2021,8,5,쉐보레,"4,745",4.5%,https://autoimg.danawa.com/photo/brand/312_40.png
2021,8,6,르노코리아,"4,604",4.3%,https://autoimg.danawa.com/photo/brand/321_40.png
2021,9,1,현대,"36,224",39.5%,https://autoimg.danawa.com/photo/brand/303_40.png
2021,9,2,기아,"35,802",39.0%,https://autoimg.danawa.com/photo/brand/307_40.png
2021,9,3,제네시스,"7,633",8.3%,https://autoimg.danawa.com/photo/brand/304_40.png
2021,9,4,르노코리아,"4,401",4.8%,https://autoimg.danawa.com/photo/brand/321_40.png
2021,9,5,쉐보레,"3,872",4.2%,https://autoimg.danawa.com/photo/brand/312_40.png
2021,9,6,KGM,"3,859",4.2%,https://autoimg.danawa.com/photo/brand/326_40.png
2021,10,1,현대,"46,285",43.5%,https://autoimg.danawa.com/photo/brand/303_40.png
2021,10,2,기아,"37,837",35.6%,https://autoimg.danawa.com/photo/brand/307_40.png
2021,10,3,제네시스,"11,528",10.8%,https://autoimg.danawa.com/photo/brand/304_40.png
2021,10,4,르노코리아,"5,002",4.7%,https://autoimg.danawa.com/photo/brand/321_40.png
2021,10,5,KGM,"3,279",3.1%,https://autoimg.danawa.com/photo/brand/326_40.png
2021,10,6,쉐보레,"2,493",2.3%,https://autoimg.danawa.com/photo/brand/312_40.png
2021,11,1,현대,"50,315",40.9%,https://autoimg.danawa.com/photo/brand/303_40.png
2021,11,2,기아,"46,042",37.4%,https://autoimg.danawa.com/photo/brand/307_40.png
2021,11,3,제네시스,"11,756",9.5%,https://autoimg.danawa.com/photo/brand/304_40.png
2021,11,4,KGM,"6,277",5.1%,https://autoimg.danawa.com/photo/brand/326_40.png
2021,11,5,르노코리아,"6,129",5.0%,https://autoimg.danawa.com/photo/brand/321_40.png
2021,11,6,쉐보레,"2,617",2.1%,https://autoimg.danawa.com/photo/brand/312_40.png
2021,12,1,현대,"51,240",39.6%,https://autoimg.danawa.com/photo/brand/303_40.png
2021,12,2,기아,"47,789",36.9%,https://autoimg.danawa.com/photo/brand/307_40.png
2021,12,3,제네시스,"14,872",11.5%,https://autoimg.danawa.com/photo/brand/304_40.png
2021,12,4,르노코리아,"7,162",5.5%,https://autoimg.danawa.com/photo/brand/321_40.png
2021,12,5,KGM,"5,810",4.5%,https://autoimg.danawa.com/photo/brand/326_40.png
2021,12,6,쉐보레,"2,519",1.9%,https://autoimg.danawa.com/photo/brand/312_40.png
2022,1,1,기아,"37,038",39.4%,https://autoimg.danawa.com/photo/brand/307_40.png
2022,1,2,현대,"35,625",37.9%,https://autoimg.danawa.com/photo/brand/303_40.png
2022,1,3,제네시스,"10,575",11.3%,https://autoimg.danawa.com/photo/brand/304_40.png
2022,1,4,KGM,"4,836",5.2%,https://autoimg.danawa.com/photo/brand/326_40.png
2022,1,5,르노코리아,"4,477",4.8%,https://autoimg.danawa.com/photo/brand/321_40.png
2022,1,6,쉐보레,"1,344",1.4%,https://autoimg.danawa.com/photo/brand/312_40.png
2022,2,1,현대,"41,994",40.7%,https://autoimg.danawa.com/photo/brand/303_40.png
2022,2,2,기아,"39,560",38.3%,https://autoimg.danawa.com/photo/brand/307_40.png
2022,2,3,제네시스,"11,016",10.7%,https://autoimg.danawa.com/photo/brand/304_40.png
2022,2,4,KGM,"4,540",4.4%,https://autoimg.danawa.com/photo/brand/326_40.png
2022,2,5,르노코리아,"3,718",3.6%,https://autoimg.danawa.com/photo/brand/321_40.png
2022,2,6,쉐보레,"2,447",2.4%,https://autoimg.danawa.com/photo/brand/312_40.png
2022,3,1,기아,"45,066",40.6%,https://autoimg.danawa.com/photo/brand/307_40.png
2022,3,2,현대,"42,052",37.8%,https://autoimg.danawa.com/photo/brand/303_40.png
2022,3,3,제네시스,"10,831",9.7%,https://autoimg.danawa.com/photo/brand/304_40.png
2022,3,4,KGM,"5,102",4.6%,https://autoimg.danawa.com/photo/brand/326_40.png
2022,3,5,르노코리아,"4,464",4.0%,https://autoimg.danawa.com/photo/brand/321_40.png
2022,3,6,쉐보레,"3,610",3.2%,https://autoimg.danawa.com/photo/brand/312_40.png
2022,4,1,기아,"50,095",41.9%,https://autoimg.danawa.com/photo/brand/307_40.png
2022,4,2,현대,"48,125",40.2%,https://autoimg.danawa.com/photo/brand/303_40.png
2022,4,3,제네시스,"11,290",9.4%,https://autoimg.danawa.com/photo/brand/304_40.png
2022,4,4,KGM,"4,839",4.0%,https://autoimg.danawa.com/photo/brand/326_40.png
2022,4,5,쉐보레,"2,951",2.5%,https://autoimg.danawa.com/photo/brand/312_40.png
2022,4,6,르노코리아,"2,328",1.9%,https://autoimg.danawa.com/photo/brand/321_40.png
2022,5,1,현대,"51,139",42.7%,https://autoimg.danawa.com/photo/brand/303_40.png
2022,5,2,기아,"45,663",38.1%,https://autoimg.danawa.com/photo/brand/307_40.png
2022,5,3,제네시스,"12,234",10.2%,https://autoimg.danawa.com/photo/brand/304_40.png
2022,5,4,KGM,"4,275",3.6%,https://autoimg.danawa.com/photo/brand/326_40.png
2022,5,5,르노코리아,"3,728",3.1%,https://autoimg.danawa.com/photo/brand/321_40.png
2022,5,6,쉐보레,"2,768",2.3%,https://autoimg.danawa.com/photo/brand/312_40.png
2022,6,1,현대,"48,298",39.9%,https://autoimg.danawa.com/photo/brand/303_40.png
2022,6,2,기아,"45,110",37.2%,https://autoimg.danawa.com/photo/brand/307_40.png
2022,6,3,제네시스,"11,212",9.3%,https://autoimg.danawa.com/photo/brand/304_40.png
2022,6,4,르노코리아,"7,515",6.2%,https://autoimg.danawa.com/photo/brand/321_40.png
2022,6,5,KGM,"4,585",3.8%,https://autoimg.danawa.com/photo/brand/326_40.png
2022,6,6,쉐보레,"4,433",3.7%,https://autoimg.danawa.com/photo/brand/312_40.png
2022,7,1,기아,"51,355",42.0%,https://autoimg.danawa.com/photo/brand/307_40.png
2022,7,2,현대,"45,793",37.5%,https://autoimg.danawa.com/photo/brand/303_40.png
2022,7,3,제네시스,"10,512",8.6%,https://autoimg.danawa.com/photo/brand/304_40.png
2022,7,4,KGM,"6,100",5.0%,https://autoimg.danawa.com/photo/brand/326_40.png
2022,7,5,르노코리아,"4,257",3.5%,https://autoimg.danawa.com/photo/brand/321_40.png
2022,7,6,쉐보레,"4,117",3.4%,https://autoimg.danawa.com/photo/brand/312_40.png
2022,8,1,기아,"41,404",39.4%,https://autoimg.danawa.com/photo/brand/307_40.png
2022,8,2,현대,"39,607",37.7%,https://autoimg.danawa.com/photo/brand/303_40.png
2022,8,3,제네시스,"9,617",9.2%,https://autoimg.danawa.com/photo/brand/304_40.png
2022,8,4,KGM,"6,923",6.6%,https://autoimg.danawa.com/photo/brand/326_40.png
2022,8,5,르노코리아,"3,950",3.8%,https://autoimg.danawa.com/photo/brand/321_40.png
2022,8,6,쉐보레,"3,590",3.4%,https://autoimg.danawa.com/photo/brand/312_40.png
2022,9,1,현대,"47,263",41.6%,https://autoimg.danawa.com/photo/brand/303_40.png
2022,9,2,기아,"40,009",35.2%,https://autoimg.danawa.com/photo/brand/307_40.png
2022,9,3,제네시스,"9,646",8.5%,https://autoimg.danawa.com/photo/brand/304_40.png
2022,9,4,KGM,"7,675",6.8%,https://autoimg.danawa.com/photo/brand/326_40.png
2022,9,5,르노코리아,"5,050",4.4%,https://autoimg.danawa.com/photo/brand/321_40.png
2022,9,6,쉐보레,"4,012",3.5%,https://autoimg.danawa.com/photo/brand/312_40.png
2022,10,1,현대,"49,444",41.2%,https://autoimg.danawa.com/photo/brand/303_40.png
2022,10,2,기아,"43,032",35.9%,https://autoimg.danawa.com/photo/brand/307_40.png
2022,10,3,제네시스,"11,291",9.4%,https://autoimg.danawa.com/photo/brand/304_40.png
2022,10,4,KGM,"7,850",6.5%,https://autoimg.danawa.com/photo/brand/326_40.png
2022,10,5,르노코리아,"4,338",3.6%,https://autoimg.danawa.com/photo/brand/321_40.png
2022,10,6,쉐보레,"4,070",3.4%,https://autoimg.danawa.com/photo/brand/312_40.png
2022,11,1,기아,"52,200",41.0%,https://autoimg.danawa.com/photo/brand/307_40.png
2022,11,2,현대,"49,356",38.8%,https://autoimg.danawa.com/photo/brand/303_40.png
2022,11,3,제네시스,"11,615",9.1%,https://autoimg.danawa.com/photo/brand/304_40.png
2022,11,4,KGM,"6,421",5.0%,https://autoimg.danawa.com/photo/brand/326_40.png
2022,11,5,르노코리아,"5,553",4.4%,https://autoimg.danawa.com/photo/brand/321_40.png
2022,11,6,쉐보레,"2,057",1.6%,https://autoimg.danawa.com/photo/brand/312_40.png
2022,12,1,현대,"54,996",41.9%,https://autoimg.danawa.com/photo/brand/303_40.png
2022,12,2,기아,"50,536",38.5%,https://autoimg.danawa.com/photo/brand/307_40.png
2022,12,3,제네시스,"15,205",11.6%,https://autoimg.danawa.com/photo/brand/304_40.png
2022,12,4,KGM,"5,520",4.2%,https://autoimg.danawa.com/photo/brand/326_40.png
2022,12,5,르노코리아,"3,243",2.5%,https://autoimg.danawa.com/photo/brand/321_40.png
2022,12,6,쉐보레,"1,840",1.4%,https://autoimg.danawa.com/photo/brand/312_40.png
2023,1,1,현대,"43,527",43.1%,https://autoimg.danawa.com/photo/brand/303_40.png
2023,1,2,기아,"38,753",38.4%,https://autoimg.danawa.com/photo/brand/307_40.png
2023,1,3,제네시스,"8,355",8.3%,https://autoimg.danawa.com/photo/brand/304_40.png
2023,1,4,KGM,"7,130",7.1%,https://autoimg.danawa.com/photo/brand/326_40.png
2023,1,5,르노코리아,"2,116",2.1%,https://autoimg.danawa.com/photo/brand/321_40.png
2023,1,6,쉐보레,"1,021",1.0%,https://autoimg.danawa.com/photo/brand/312_40.png
2023,2,1,현대,"55,319",44.2%,https://autoimg.danawa.com/photo/brand/303_40.png
2023,2,2,기아,"50,105",40.0%,https://autoimg.danawa.com/photo/brand/307_40.png
2023,2,3,제네시스,"9,696",7.7%,https://autoimg.danawa.com/photo/brand/304_40.png
2023,2,4,KGM,"6,785",5.4%,https://autoimg.danawa.com/photo/brand/326_40.png
2023,2,5,르노코리아,"2,218",1.8%,https://autoimg.danawa.com/photo/brand/321_40.png
2023,2,6,쉐보레,"1,054",0.8%,https://autoimg.danawa.com/photo/brand/312_40.png
2023,3,1,현대,"61,794",43.9%,https://autoimg.danawa.com/photo/brand/303_40.png
2023,3,2,기아,"53,158",37.7%,https://autoimg.danawa.com/photo/brand/307_40.png
2023,3,3,제네시스,"12,735",9.0%,https://autoimg.danawa.com/photo/brand/304_40.png
2023,3,4,KGM,"8,904",6.3%,https://autoimg.danawa.com/photo/brand/326_40.png
2023,3,5,르노코리아,"2,636",1.9%,https://autoimg.danawa.com/photo/brand/321_40.png
2023,3,6,쉐보레,"1,636",1.2%,https://autoimg.danawa.com/photo/brand/312_40.png
2023,4,1,현대,"54,473",42.4%,https://autoimg.danawa.com/photo/brand/303_40.png
2023,4,2,기아,"49,314",38.4%,https://autoimg.danawa.com/photo/brand/307_40.png
2023,4,3,제네시스,"12,187",9.5%,https://autoimg.danawa.com/photo/brand/304_40.png
2023,4,4,KGM,"5,583",4.3%,https://autoimg.danawa.com/photo/brand/326_40.png
2023,4,5,쉐보레,"5,180",4.0%,https://autoimg.danawa.com/photo/brand/312_40.png
2023,4,6,르노코리아,"1,801",1.4%,https://autoimg.danawa.com/photo/brand/321_40.png
2023,5,1,현대,"56,252",43.2%,https://autoimg.danawa.com/photo/brand/303_40.png
2023,5,2,기아,"50,364",38.6%,https://autoimg.danawa.com/photo/brand/307_40.png
2023,5,3,제네시스,"12,428",9.5%,https://autoimg.danawa.com/photo/brand/304_40.png
2023,5,4,KGM,"4,809",3.7%,https://autoimg.danawa.com/photo/brand/326_40.png
2023,5,5,쉐보레,"4,708",3.6%,https://autoimg.danawa.com/photo/brand/312_40.png
2023,5,6,르노코리아,"1,778",1.4%,https://autoimg.danawa.com/photo/brand/321_40.png
2023,6,1,현대,"56,325",42.1%,https://autoimg.danawa.com/photo/brand/303_40.png
2023,6,2,기아,"51,138",38.2%,https://autoimg.danawa.com/photo/brand/307_40.png
2023,6,3,제네시스,"13,838",10.3%,https://autoimg.danawa.com/photo/brand/304_40.png
2023,6,4,KGM,"5,758",4.3%,https://autoimg.danawa.com/photo/brand/326_40.png
2023,6,5,쉐보레,"5,141",3.8%,https://autoimg.danawa.com/photo/brand/312_40.png
2023,6,6,르노코리아,"1,721",1.3%,https://autoimg.danawa.com/photo/brand/321_40.png
2023,7,1,기아,"47,507",41.4%,https://autoimg.danawa.com/photo/brand/307_40.png
2023,7,2,현대,"47,048",41.0%,https://autoimg.danawa.com/photo/brand/303_40.png
2023,7,3,제네시스,"10,455",9.1%,https://autoimg.danawa.com/photo/brand/304_40.png
2023,7,4,쉐보레,"4,086",3.6%,https://autoimg.danawa.com/photo/brand/312_40.png
2023,7,5,KGM,"4,043",3.5%,https://autoimg.danawa.com/photo/brand/326_40.png
2023,7,6,르노코리아,"1,705",1.5%,https://autoimg.danawa.com/photo/brand/321_40.png
2023,8,1,현대,"46,375",43.5%,https://autoimg.danawa.com/photo/brand/303_40.png
2023,8,2,기아,"42,334",39.7%,https://autoimg.danawa.com/photo/brand/307_40.png
2023,8,3,제네시스,"9,180",8.6%,https://autoimg.danawa.com/photo/brand/304_40.png
2023,8,4,KGM,"3,903",3.7%,https://autoimg.danawa.com/photo/brand/326_40.png
2023,8,5,쉐보레,"3,259",3.1%,https://autoimg.danawa.com/photo/brand/312_40.png
2023,8,6,르노코리아,"1,502",1.4%,https://autoimg.danawa.com/photo/brand/321_40.png
2023,9,1,현대,"45,397",42.6%,https://autoimg.danawa.com/photo/brand/303_40.png
2023,9,2,기아,"44,410",41.6%,https://autoimg.danawa.com/photo/brand/307_40.png
2023,9,3,제네시스,"8,514",8.0%,https://autoimg.danawa.com/photo/brand/304_40.png
2023,9,4,KGM,"4,069",3.8%,https://autoimg.danawa.com/photo/brand/326_40.png
2023,9,5,쉐보레,"2,602",2.4%,https://autoimg.danawa.com/photo/brand/312_40.png
2023,9,6,르노코리아,"1,651",1.5%,https://autoimg.danawa.com/photo/brand/321_40.png
2023,10,1,현대,"56,732",48.4%,https://autoimg.danawa.com/photo/brand/303_40.png
2023,10,2,기아,"43,254",36.9%,https://autoimg.danawa.com/photo/brand/307_40.png
2023,10,3,제네시스,"7,596",6.5%,https://autoimg.danawa.com/photo/brand/304_40.png
2023,10,4,쉐보레,"4,437",3.8%,https://autoimg.danawa.com/photo/brand/312_40.png
2023,10,5,KGM,"3,804",3.2%,https://autoimg.danawa.com/photo/brand/326_40.png
2023,10,6,르노코리아,"1,451",1.2%,https://autoimg.danawa.com/photo/brand/321_40.png
2023,11,1,현대,"61,169",46.2%,https://autoimg.danawa.com/photo/brand/303_40.png
2023,11,2,기아,"50,322",38.0%,https://autoimg.danawa.com/photo/brand/307_40.png
2023,11,3,제네시스,"10,889",8.2%,https://autoimg.danawa.com/photo/brand/304_40.png
2023,11,4,KGM,"5,050",3.8%,https://autoimg.danawa.com/photo/brand/326_40.png
2023,11,5,쉐보레,"2,994",2.3%,https://autoimg.danawa.com/photo/brand/312_40.png
2023,11,6,르노코리아,"1,875",1.4%,https://autoimg.danawa.com/photo/brand/321_40.png
2023,12,1,현대,"51,474",44.9%,https://autoimg.danawa.com/photo/brand/303_40.png
2023,12,2,기아,"45,167",39.4%,https://autoimg.danawa.com/photo/brand/307_40.png
2023,12,3,제네시스,"10,694",9.3%,https://autoimg.danawa.com/photo/brand/304_40.png
2023,12,4,KGM,"3,507",3.1%,https://autoimg.danawa.com/photo/brand/326_40.png
2023,12,5,쉐보레,"2,194",1.9%,https://autoimg.danawa.com/photo/brand/312_40.png
2023,12,6,르노코리아,"1,594",1.4%,https://autoimg.danawa.com/photo/brand/321_40.png
2024,1,1,기아,"44,683",43.3%,https://autoimg.danawa.com/photo/brand/307_40.png
2024,1,2,현대,"38,771",37.6%,https://autoimg.danawa.com/photo/brand/303_40.png
2024,1,3,제네시스,"11,349",11.0%,https://autoimg.danawa.com/photo/brand/304_40.png
2024,1,4,KGM,"3,762",3.6%,https://autoimg.danawa.com/photo/brand/326_40.png
2024,1,5,쉐보레,"2,880",2.8%,https://autoimg.danawa.com/photo/brand/312_40.png
2024,1,6,르노코리아,"1,645",1.6%,https://autoimg.danawa.com/photo/brand/321_40.png
2024,2,1,기아,"44,068",44.4%,https://autoimg.danawa.com/photo/brand/307_40.png
2024,2,2,현대,"37,071",37.4%,https://autoimg.danawa.com/photo/brand/303_40.png
2024,2,3,제네시스,"10,582",10.7%,https://autoimg.danawa.com/photo/brand/304_40.png
2024,2,4,KGM,"3,748",3.8%,https://autoimg.danawa.com/photo/brand/326_40.png
2024,2,5,쉐보레,"1,963",2.0%,https://autoimg.danawa.com/photo/brand/312_40.png
2024,2,6,르노코리아,"1,807",1.8%,https://autoimg.danawa.com/photo/brand/321_40.png
2024,3,1,현대,"50,665",42.2%,https://autoimg.danawa.com/photo/brand/303_40.png
2024,3,2,기아,"49,112",40.9%,https://autoimg.danawa.com/photo/brand/307_40.png
2024,3,3,제네시스,"11,674",9.7%,https://autoimg.danawa.com/photo/brand/304_40.png
2024,3,4,KGM,"4,702",3.9%,https://autoimg.danawa.com/photo/brand/326_40.png
2024,3,5,르노코리아,"2,039",1.7%,https://autoimg.danawa.com/photo/brand/321_40.png
2024,3,6,쉐보레,"2,003",1.7%,https://autoimg.danawa.com/photo/brand/312_40.png
2024,4,1,현대,"51,949",43.6%,https://autoimg.danawa.com/photo/brand/303_40.png
2024,4,2,기아,"47,631",40.0%,https://autoimg.danawa.com/photo/brand/307_40.png
2024,4,3,제네시스,"11,784",9.9%,https://autoimg.danawa.com/photo/brand/304_40.png
2024,4,4,KGM,"3,663",3.1%,https://autoimg.danawa.com/photo/brand/326_40.png
2024,4,5,쉐보레,"2,266",1.9%,https://autoimg.danawa.com/photo/brand/312_40.png
2024,4,6,르노코리아,"1,780",1.5%,https://autoimg.danawa.com/photo/brand/321_40.png
2024,5,1,현대,"52,064",44.7%,https://autoimg.danawa.com/photo/brand/303_40.png
2024,5,2,기아,"46,111",39.6%,https://autoimg.danawa.com/photo/brand/307_40.png
2024,5,3,제네시스,"10,136",8.7%,https://autoimg.danawa.com/photo/brand/304_40.png
2024,5,4,KGM,"4,001",3.4%,https://autoimg.danawa.com/photo/brand/326_40.png
2024,5,5,쉐보레,"2,317",2.0%,https://autoimg.danawa.com/photo/brand/312_40.png
2024,5,6,르노코리아,"1,901",1.6%,https://autoimg.danawa.com/photo/brand/321_40.png
2024,6,1,현대,"47,699",42.6%,https://autoimg.danawa.com/photo/brand/303_40.png
2024,6,2,기아,"44,284",39.5%,https://autoimg.danawa.com/photo/brand/307_40.png
2024,6,3,제네시스,"12,104",10.8%,https://autoimg.danawa.com/photo/brand/304_40.png
2024,6,4,KGM,"4,102",3.7%,https://autoimg.danawa.com/photo/brand/326_40.png
2024,6,5,르노코리아,"2,041",1.8%,https://autoimg.danawa.com/photo/brand/321_40.png
2024,6,6,쉐보레,"1,871",1.7%,https://autoimg.danawa.com/photo/brand/312_40.png
2024,7,1,기아,"46,238",42.0%,https://autoimg.danawa.com/photo/brand/307_40.png
2024,7,2,현대,"45,306",41.1%,https://autoimg.danawa.com/photo/brand/303_40.png
2024,7,3,제네시스,"10,703",9.7%,https://autoimg.danawa.com/photo/brand/304_40.png
2024,7,4,KGM,"4,237",3.8%,https://autoimg.danawa.com/photo/brand/326_40.png
2024,7,5,쉐보레,"2,164",2.0%,https://autoimg.danawa.com/photo/brand/312_40.png
2024,7,6,르노코리아,"1,469",1.3%,https://autoimg.danawa.com/photo/brand/321_40.png
2024,8,1,현대,"47,764",45.2%,https://autoimg.danawa.com/photo/brand/303_40.png
2024,8,2,기아,"40,684",38.5%,https://autoimg.danawa.com/photo/brand/307_40.png
2024,8,3,제네시스,"10,323",9.8%,https://autoimg.danawa.com/photo/brand/304_40.png
2024,8,4,KGM,"3,943",3.7%,https://autoimg.danawa.com/photo/brand/326_40.png
2024,8,5,쉐보레,"1,587",1.5%,https://autoimg.danawa.com/photo/brand/312_40.png
2024,8,6,르노코리아,"1,350",1.3%,https://autoimg.danawa.com/photo/brand/321_40.png
2024,9,1,현대,"45,167",42.8%,https://autoimg.danawa.com/photo/brand/303_40.png
2024,9,2,기아,"38,269",36.3%,https://autoimg.danawa.com/photo/brand/307_40.png
2024,9,3,제네시스,"10,638",10.1%,https://autoimg.danawa.com/photo/brand/304_40.png
2024,9,4,르노코리아,"5,010",4.7%,https://autoimg.danawa.com/photo/brand/321_40.png
2024,9,5,KGM,"4,535",4.3%,https://autoimg.danawa.com/photo/brand/326_40.png
2024,9,6,쉐보레,"1,927",1.8%,https://autoimg.danawa.com/photo/brand/312_40.png
2024,10,1,현대,"54,257",43.7%,https://autoimg.danawa.com/photo/brand/303_40.png
2024,10,2,기아,"46,410",37.4%,https://autoimg.danawa.com/photo/brand/307_40.png
2024,10,3,제네시스,"10,655",8.6%,https://autoimg.danawa.com/photo/brand/304_40.png
2024,10,4,르노코리아,"6,395",5.2%,https://autoimg.danawa.com/photo/brand/321_40.png
2024,10,5,KGM,"4,504",3.6%,https://autoimg.danawa.com/photo/brand/326_40.png
2024,10,6,쉐보레,"1,949",1.6%,https://autoimg.danawa.com/photo/brand/312_40.png
2024,11,1,현대,"52,219",42.2%,https://autoimg.danawa.com/photo/brand/303_40.png
2024,11,2,기아,"48,192",38.9%,https://autoimg.danawa.com/photo/brand/307_40.png
2024,11,3,제네시스,"10,951",8.8%,https://autoimg.danawa.com/photo/brand/304_40.png
2024,11,4,르노코리아,"7,301",5.9%,https://autoimg.danawa.com/photo/brand/321_40.png
2024,11,5,KGM,"3,309",2.7%,https://autoimg.danawa.com/photo/brand/326_40.png
2024,11,6,쉐보레,"1,796",1.5%,https://autoimg.danawa.com/photo/brand/312_40.png
2024,12,1,현대,"51,713",43.4%,https://autoimg.danawa.com/photo/brand/303_40.png
2024,12,2,기아,"46,332",38.9%,https://autoimg.danawa.com/photo/brand/307_40.png
2024,12,3,제네시스,"9,610",8.1%,https://autoimg.danawa.com/photo/brand/304_40.png
2024,12,4,르노코리아,"7,078",5.9%,https://autoimg.danawa.com/photo/brand/321_40.png
2024,12,5,KGM,"2,540",2.1%,https://autoimg.danawa.com/photo/brand/326_40.png
2024,12,6,쉐보레,"1,773",1.5%,https://autoimg.danawa.com/photo/brand/312_40.png
